"study","sub_study","y"
"CDA1-A","CDA1-A-CF1",131.904
"CDA1-A","CDA1-A-CF1",3.282
"CDA1-A","CDA1-A-CF1",21.168
"CDA1-A","CDA1-A-CF1",55.188
"CDA1-A","CDA1-A-CF1",369.576
"CDA1-A","CDA1-A-CF1",15.712
"CDA1-A","CDA1-A-CF1",8.448
"CDA1-A","CDA1-A-CF1",728.946
"CDA1-A","CDA1-A-CF1",119.94
"CDA1-A","CDA1-A-CF1",3.648
"CDA1-A","CDA1-A-CF1",40.48
"CDA1-A","CDA1-A-CF1",9.94
"CDA1-A","CDA1-A-CF1",107.424
"CDA1-A","CDA1-A-CF1",37.91
"CDA1-A","CDA1-A-CF1",88.02
"CDA1-A","CDA1-A-CF1",8.69
"CDA1-A","CDA1-A-CF1",301.96
"CDA1-A","CDA1-A-CF1",555.21
"CDA1-A","CDA1-A-CF1",523.48
"CDA1-A","CDA1-A-CF1",161.82
"CDA1-A","CDA1-A-CF1",35.56
"CDA1-A","CDA1-A-CF1",97.16
"CDA1-A","CDA1-A-CF1",15.24
"CDA1-A","CDA1-A-CF1",13.23
"CDA1-A","CDA1-A-CF1",243.384
"CDA1-A","CDA1-A-CF1",119.8
"CDA1-A","CDA1-A-CF1",300.768
"CDA1-A","CDA1-A-CF1",17.88
"CDA1-A","CDA1-A-CF1",235.944
"CDA1-A","CDA1-A-CF1",392.94
"CDA1-A","CDA1-A-CF1",18.882
"CDA1-A","CDA1-A-CF1",122.328
"CDA1-A","CDA1-A-CF1",1049.2
"CDA1-A","CDA1-A-CF1",15.424
"CDA1-A","CDA1-A-CF1",18.84
"CDA1-A","CDA1-A-CF1",330.4
"CDA1-A","CDA1-A-CF1",26.25
"CDA1-A","CDA1-A-CF1",132.52
"CDA1-A","CDA1-A-CF1",6.48
"CDA1-A","CDA1-A-CF1",209.3
"CDA1-A","CDA1-A-CF1",31.56
"CDA1-A","CDA1-A-CF1",30.144
"CDA1-A","CDA1-A-CF1",14.8
"CDA1-A","CDA1-A-CF1",302.376
"CDA1-A","CDA1-A-CF1",316
"CDA1-A","CDA1-A-CF1",379.4
"CDA1-A","CDA1-A-CF1",97.82
"CDA1-A","CDA1-A-CF1",103.12
"CDA1-A","CDA1-A-CF1",113.552
"CDA1-A","CDA1-A-CF1",3.318
"CDA1-A","CDA1-A-CF1",134.288
"CDA1-A","CDA1-A-CF1",701.372
"CDA1-A","CDA1-A-CF1",2.308
"CDA1-A","CDA1-A-CF1",999.432
"CDA1-A","CDA1-A-CF1",724.08
"CDA1-A","CDA1-A-CF1",918.785
"CDA1-A","CDA1-A-CF1",2.724
"CDA1-A","CDA1-A-CF1",459.95
"CDA1-A","CDA1-A-CF1",10.74
"CDA1-A","CDA1-A-CF1",23.76
"CDA1-A","CDA1-A-CF1",85.056
"CDA1-A","CDA1-A-CF1",381.576
"CDA1-A","CDA1-A-CF1",30.36
"CDA1-A","CDA1-A-CF1",23.976
"CDA1-A","CDA1-A-CF1",108.925
"CDA1-A","CDA1-A-CF1",36.352
"CDA1-A","CDA1-A-CF1",19.56
"CDA1-A","CDA1-A-CF1",61.44
"CDA1-A","CDA1-A-CF1",38.9
"CDA1-A","CDA1-A-CF1",99.39
"CDA1-A","CDA1-A-CF1",2.688
"CDA1-A","CDA1-A-CF1",27.816
"CDA1-A","CDA1-A-CF1",82.524
"CDA1-A","CDA1-A-CF1",182.994
"CDA1-A","CDA1-A-CF1",14.352
"CDA1-A","CDA1-A-CF1",64.96
"CDA1-A","CDA1-A-CF1",68.6
"CDA1-A","CDA1-A-CF1",7999.98
"CDA1-A","CDA1-A-CF1",167.44
"CDA1-A","CDA1-A-CF1",479.97
"CDA1-A","CDA1-A-CF1",14.62
"CDA1-A","CDA1-A-CF1",19.44
"CDA1-A","CDA1-A-CF1",191.984
"CDA1-A","CDA1-A-CF1",104.01
"CDA1-A","CDA1-A-CF1",284.82
"CDA1-A","CDA1-A-CF1",36.84
"CDA1-A","CDA1-A-CF1",166.24
"CDA1-A","CDA1-A-CF1",33.4
"CDA1-A","CDA1-A-CF1",198.272
"CDA1-A","CDA1-A-CF1",47.36
"CDA1-A","CDA1-A-CF1",200.984
"CDA1-A","CDA1-A-CF1",97.696
"CDA1-A","CDA1-A-CF1",2.696
"CDA1-A","CDA1-A-CF1",18.588
"CDA1-A","CDA1-A-CF1",4.896
"CDA1-A","CDA1-A-CF1",15.072
"CDA1-A","CDA1-A-CF1",209.88
"CDA1-A","CDA1-A-CF1",369.912
"CDA1-A","CDA1-A-CF1",10.368
"CDA1-A","CDA1-A-CF1",166.84
"CDA1-A","CDA1-A-CF1",15.216
"CDA1-A","CDA1-A-CF1",119.96
"CDA1-A","CDA1-A-CF1",883.92
"CDA1-A","CDA1-A-CF1",46.72
"CDA1-A","CDA1-A-CF1",55.48
"CDA1-A","CDA1-A-CF1",24.448
"CDA1-A","CDA1-A-CF1",281.34
"CDA1-A","CDA1-A-CF1",307.98
"CDA1-A","CDA1-A-CF1",299.97
"CDA1-A","CDA1-A-CF1",19.92
"CDA1-A","CDA1-A-CF1",9.94
"CDA1-A","CDA1-A-CF1",103.056
"CDA1-A","CDA1-A-CF1",59.808
"CDA1-A","CDA1-A-CF1",73.32
"CDA1-A","CDA1-A-CF1",146.82
"CDA1-A","CDA1-A-CF1",1652.94
"CDA1-A","CDA1-A-CF1",296.37
"CDA1-A","CDA1-A-CF1",129.92
"CDA1-A","CDA1-A-CF1",45.584
"CDA1-A","CDA1-A-CF1",17.568
"CDA1-A","CDA1-A-CF1",55.992
"CDA1-A","CDA1-A-CF1",182.72
"CDA1-A","CDA1-A-CF1",400.032
"CDA1-A","CDA1-A-CF1",33.63
"CDA1-A","CDA1-A-CF1",542.646
"CDA1-A","CDA1-A-CF1",6.3
"CDA1-A","CDA1-A-CF1",242.94
"CDA1-A","CDA1-A-CF1",179.97
"CDA1-A","CDA1-A-CF1",99.696
"CDA1-A","CDA1-A-CF1",27.936
"CDA1-A","CDA1-A-CF1",84.98
"CDA1-A","CDA1-A-CF1",18.72
"CDA1-A","CDA1-A-CF1",49.98
"CDA1-A","CDA1-A-CF1",11.784
"CDA1-A","CDA1-A-CF1",272.736
"CDA1-A","CDA1-A-CF1",3.54
"CDA1-A","CDA1-A-CF1",51.52
"CDA1-A","CDA1-A-CF1",3.528
"CDA1-A","CDA1-A-CF1",4.624
"CDA1-A","CDA1-A-CF1",55.168
"CDA1-A","CDA1-A-CF1",567.12
"CDA1-A","CDA1-A-CF1",359.32
"CDA1-A","CDA1-A-CF1",11.992
"CDA1-A","CDA1-A-CF1",58.05
"CDA1-A","CDA1-A-CF1",157.74
"CDA1-A","CDA1-A-CF1",56.98
"CDA1-A","CDA1-A-CF1",2.88
"CDA1-A","CDA1-A-CF1",1199.976
"CDA1-A","CDA1-A-CF1",79.92
"CDA1-A","CDA1-A-CF1",383.438
"CDA1-A","CDA1-A-CF1",24.56
"CDA1-A","CDA1-A-CF1",119.8
"CDA1-A","CDA1-A-CF1",13.128
"CDA1-A","CDA1-A-CF1",22.72
"CDA1-A","CDA1-A-CF1",58.32
"CDA1-A","CDA1-A-CF1",12.39
"CDA1-A","CDA1-A-CF1",107.982
"CDA1-A","CDA1-A-CF1",11.36
"CDA1-A","CDA1-A-CF1",50.94
"CDA1-A","CDA1-A-CF1",646.74
"CDA1-A","CDA1-A-CF1",5.64
"CDA1-A","CDA1-A-CF1",572.58
"CDA1-A","CDA1-A-CF1",310.88
"CDA1-A","CDA1-A-CF1",641.96
"CDA1-A","CDA1-A-CF1",18.28
"CDA1-A","CDA1-A-CF1",207
"CDA1-A","CDA1-A-CF1",32.35
"CDA1-A","CDA1-A-CF1",7.71
"CDA1-A","CDA1-A-CF1",40.3
"CDA1-A","CDA1-B-CF2",34.58
"CDA1-A","CDA1-B-CF2",32.76
"CDA1-A","CDA1-B-CF2",544.008
"CDA1-A","CDA1-B-CF2",59.94
"CDA1-A","CDA1-B-CF2",23.92
"CDA1-A","CDA1-B-CF2",4.28
"CDA1-A","CDA1-B-CF2",32.07
"CDA1-A","CDA1-B-CF2",24
"CDA1-A","CDA1-B-CF2",35.49
"CDA1-A","CDA1-B-CF2",47.984
"CDA1-A","CDA1-B-CF2",186.69
"CDA1-A","CDA1-B-CF2",17.456
"CDA1-A","CDA1-B-CF2",348.928
"CDA1-A","CDA1-B-CF2",143.96
"CDA1-A","CDA1-B-CF2",15.42
"CDA1-A","CDA1-B-CF2",43.04
"CDA1-A","CDA1-B-CF2",332.94
"CDA1-A","CDA1-B-CF2",1363.96
"CDA1-A","CDA1-B-CF2",9.96
"CDA1-A","CDA1-B-CF2",21.72
"CDA1-A","CDA1-B-CF2",20.16
"CDA1-A","CDA1-B-CF2",132.79
"CDA1-A","CDA1-B-CF2",12.96
"CDA1-A","CDA1-B-CF2",21.56
"CDA1-A","CDA1-B-CF2",283.92
"CDA1-A","CDA1-B-CF2",22.23
"CDA1-A","CDA1-B-CF2",215.968
"CDA1-A","CDA1-B-CF2",355.32
"CDA1-A","CDA1-B-CF2",12.96
"CDA1-A","CDA1-B-CF2",18.28
"CDA1-A","CDA1-B-CF2",43.176
"CDA1-A","CDA1-B-CF2",1983.968
"CDA1-A","CDA1-B-CF2",28.4
"CDA1-A","CDA1-B-CF2",149.97
"CDA1-A","CDA1-B-CF2",11.52
"CDA1-A","CDA1-B-CF2",1298.55
"CDA1-A","CDA1-B-CF2",213.92
"CDA1-A","CDA1-B-CF2",25.78
"CDA1-A","CDA1-B-CF2",18.28
"CDA1-A","CDA1-B-CF2",1399.93
"CDA1-A","CDA1-B-CF2",51.84
"CDA1-A","CDA1-B-CF2",5.344
"CDA1-A","CDA1-B-CF2",41.472
"CDA1-A","CDA1-B-CF2",3.168
"CDA1-A","CDA1-B-CF2",1228.465
"CDA1-A","CDA1-B-CF2",31.086
"CDA1-A","CDA1-B-CF2",335.52
"CDA1-A","CDA1-B-CF2",239.97
"CDA1-A","CDA1-B-CF2",9.82
"CDA1-A","CDA1-B-CF2",67.8
"CDA1-A","CDA1-B-CF2",167.97
"CDA1-A","CDA1-B-CF2",35
"CDA1-A","CDA1-B-CF2",37.24
"CDA1-A","CDA1-B-CF2",15.28
"CDA1-A","CDA1-B-CF2",301.96
"CDA1-A","CDA1-B-CF2",180.66
"CDA1-A","CDA1-B-CF2",191.98
"CDA1-A","CDA1-B-CF2",65.99
"CDA1-A","CDA1-B-CF2",35.216
"CDA1-A","CDA1-B-CF2",23.696
"CDA1-A","CDA1-B-CF2",265.475
"CDA1-A","CDA1-B-CF2",51.184
"CDA1-A","CDA1-B-CF2",9.664
"CDA1-A","CDA1-B-CF2",21.072
"CDA1-A","CDA1-B-CF2",60.45
"CDA1-A","CDA1-B-CF2",11.52
"CDA1-A","CDA1-B-CF2",186.048
"CDA1-A","CDA1-B-CF2",37.44
"CDA1-A","CDA1-B-CF2",26.976
"CDA1-A","CDA1-B-CF2",11.36
"CDA1-A","CDA1-B-CF2",14.62
"CDA1-A","CDA1-B-CF2",83.72
"CDA1-A","CDA1-B-CF2",287.94
"CDA1-A","CDA1-B-CF2",48.896
"CDA1-A","CDA1-B-CF2",115.36
"CDA1-A","CDA1-B-CF2",5.16
"CDA1-A","CDA1-B-CF2",38.88
"CDA1-A","CDA1-B-CF2",185.88
"CDA1-A","CDA1-B-CF2",44.46
"CDA1-A","CDA1-B-CF2",242.94
"CDA1-A","CDA1-B-CF2",39.96
"CDA1-A","CDA1-B-CF2",102.3
"CDA1-A","CDA1-B-CF2",21.36
"CDA1-A","CDA1-B-CF2",7.61
"CDA1-A","CDA1-B-CF2",7.16
"CDA1-A","CDA1-B-CF2",7.36
"CDA1-A","CDA1-B-CF2",23.1
"CDA1-A","CDA1-B-CF2",191.472
"CDA1-A","CDA1-B-CF2",5.248
"CDA1-A","CDA1-B-CF2",59.184
"CDA1-A","CDA1-B-CF2",2.89
"CDA1-A","CDA1-B-CF2",51.94
"CDA1-A","CDA1-B-CF2",15.936
"CDA1-A","CDA1-B-CF2",44.91
"CDA1-A","CDA1-B-CF2",1141.47
"CDA1-A","CDA1-B-CF2",280.782
"CDA1-A","CDA1-B-CF2",34.44
"CDA1-A","CDA1-B-CF2",11.36
"CDA1-A","CDA1-B-CF2",106.344
"CDA1-A","CDA1-B-CF2",192.16
"CDA1-A","CDA1-B-CF2",322.59
"CDA1-A","CDA1-B-CF2",29.99
"CDA1-A","CDA1-B-CF2",371.97
"CDA1-A","CDA1-B-CF2",5.892
"CDA1-A","CDA1-B-CF2",68.472
"CDA1-A","CDA1-B-CF2",1242.9
"CDA1-A","CDA1-B-CF2",30.84
"CDA1-A","CDA1-B-CF2",13.48
"CDA1-A","CDA1-B-CF2",31.4
"CDA1-A","CDA1-B-CF2",17.46
"CDA1-A","CDA1-B-CF2",13.944
"CDA1-A","CDA1-B-CF2",83.76
"CDA1-A","CDA1-B-CF2",37.66
"CDA1-A","CDA1-B-CF2",34.68
"CDA1-A","CDA1-B-CF2",149.95
"CDA1-A","CDA1-B-CF2",51.312
"CDA1-A","CDA1-B-CF2",4.54
"CDA1-A","CDA1-B-CF2",15.92
"CDA1-A","CDA1-B-CF2",543.92
"CDA1-A","CDA1-B-CF2",155.82
"CDA1-A","CDA1-B-CF2",70.008
"CDA1-A","CDA1-B-CF2",15.648
"CDA1-A","CDA1-B-CF2",103.6
"CDA1-A","CDA1-B-CF2",46.96
"CDA1-A","CDA1-B-CF2",8.904
"CDA1-A","CDA1-B-CF2",10.44
"CDA1-A","CDA1-B-CF2",18.336
"CDA1-A","CDA1-B-CF2",323.976
"CDA1-A","CDA1-B-CF2",20.04
"CDA1-A","CDA1-B-CF2",64.96
"CDA1-A","CDA1-B-CF2",12.96
"CDA1-A","CDA1-B-CF2",323.136
"CDA1-A","CDA1-B-CF2",90.93
"CDA1-A","CDA1-B-CF2",52.776
"CDA1-A","CDA1-B-CF2",1199.8
"CDA1-A","CDA1-B-CF2",1928.78
"CDA1-A","CDA1-B-CF2",352.38
"CDA1-A","CDA1-B-CF2",22.2
"CDA1-A","CDA1-B-CF2",46.94
"CDA1-A","CDA1-B-CF2",143.73
"CDA1-A","CDA1-B-CF2",99.918
"CDA1-A","CDA1-B-CF2",797.944
"CDA1-A","CDA1-B-CF2",8.568
"CDA1-A","CDA1-B-CF2",149.352
"CDA1-A","CDA1-B-CF2",12.992
"CDA1-A","CDA1-B-CF2",24.56
"CDA1-A","CDA1-B-CF2",85.14
"CDA1-A","CDA1-B-CF2",21.99
"CDA1-A","CDA1-B-CF2",406.6
"CDA1-A","CDA1-B-CF2",841.568
"CDA1-A","CDA1-B-CF2",15.552
"CDA1-A","CDA1-B-CF2",252
"CDA1-A","CDA1-B-CF2",46.2
"CDA1-A","CDA1-B-CF2",28.84
"CDA1-A","CDA1-B-CF2",14.592
"CDA1-A","CDA1-B-CF2",89.856
"CDA1-A","CDA1-B-CF2",13.872
"CDA1-A","CDA1-B-CF2",12.192
"CDA1-A","CDA1-B-CF2",45.056
"CDA1-A","CDA1-B-CF2",29.718
"CDA1-A","CDA1-B-CF2",15.552
"CDA1-A","CDA1-B-CF2",447.696
"CDA1-A","CDA1-B-CF2",159.99
"CDA1-A","CDA1-B-CF2",12.96
"CDA1-A","CDA1-B-CF2",134.48
"CDA1-A","CDA1-B-CF2",17.12
"CDA1-A","CDA1-B-CF2",6.096
"CDA1-A","CDA1-B-CF2",1114.272
"CDA1-A","CDA1-B-CF2",32.4
"CDA1-A","CDA1-B-CF2",540.57
"CDA1-A","CDA1-B-CF2",167.76
"CDA1-A","CDA1-B-CF2",393.165
"CDA1-A","CDA1-B-CF2",516.488
"CDA1-A","CDA1-B-CF2",1007.232
"CDA1-A","CDA1-B-CF2",2065.32
"CDA1-A","CDA1-B-CF2",15.552
"CDA1-A","CDA1-B-CF2",25.344
"CDA1-A","CDA1-B-CF2",25.472
"CDA1-A","CDA1-B-CF2",27.168
"CDA1-A","CDA1-B-CF2",78.8528
"CDA1-A","CDA1-B-CF2",173.8
"CDA1-A","CDA1-B-CF2",29.592
"CDA1-A","CDA1-B-CF2",4.752
"CDA1-A","CDA1-B-CF2",15.552
"CDA1-A","CDA1-B-CF2",204.6
"CDA1-A","CDA1-B-CF2",321.568
"CDA1-A","CDA1-B-CF2",6.24
"CDA1-A","CDA1-B-CF2",21.88
"CDA1-A","CDA1-B-CF2",4.608
"CDA1-A","CDA1-B-CF2",9.82
"CDA1-A","CDA1-B-CF2",35.97
"CDA1-A","CDA1-B-CF2",12.96
"CDA1-A","CDA1-B-CF2",191.6
"CDA1-A","CDA1-B-CF2",8.64
"CDA1-A","CDA1-B-CF2",501.81
"CDA1-A","CDA1-B-CF2",127.104
"CDA1-A","CDA1-B-CF2",124.2
"CDA1-A","CDA1-B-CF2",18.588
"CDA1-A","CDA1-B-CF2",30.072
"CDA1-A","CDA1-B-CF2",160.93
"CDA1-A","CDA1-B-CF2",75.792
"CDA1-A","CDA1-B-CF2",1.08
"CDA1-A","CDA1-B-CF2",3059.982
"CDA1-A","CDA1-B-CF2",3.282
"CDA1-A","CDA1-B-CF2",34.02
"CDA1-A","CDA1-B-CF2",599.292
"CDA1-A","CDA1-B-CF2",3.392
"CDA1-A","CDA1-B-CF2",559.984
"CDA1-A","CDA1-B-CF2",603.92
"CDA1-A","CDA1-B-CF2",7.968
"CDA1-A","CDA1-B-CF2",27.968
"CDA1-A","CDA1-B-CF2",336.51
"CDA1-A","CDA1-B-CF2",1.112
"CDA1-A","CDA1-B-CF2",520.05
"CDA1-A","CDA1-B-CF2",17.97
"CDA1-A","CDA1-B-CF2",1166.92
"CDA1-A","CDA1-B-CF2",14.624
"CDA1-A","CDA1-B-CF2",10.23
"CDA1-A","CDA1-B-CF2",154.9
"CDA1-A","CDA1-B-CF2",2715.93
"CDA1-A","CDA1-B-CF2",617.97
"CDA1-A","CDA1-B-CF2",10.67
"CDA1-A","CDA1-B-CF2",36.63
"CDA1-A","CDA1-B-CF2",24.1
"CDA1-A","CDA1-B-CF2",33.11
"CDA1-A","CDA1-B-CF2",44.02
"CDA1-A","CDA1-B-CF2",2309.65
"CDA1-A","CDA1-B-CF2",1090.782
"CDA1-A","CDA1-B-CF2",19.44
"CDA1-A","CDA1-B-CF2",484.65
"CDA1-A","CDA1-B-CF2",115.296
"CDA1-A","CDA1-B-CF2",7.08
"CDA1-A","CDA1-B-CF2",4.401
"CDA1-A","CDA1-B-CF2",44.75
"CDA1-A","CDA1-B-CF2",95.984
"CDA1-A","CDA1-B-CF2",151.72
"CDA1-A","CDA1-B-CF2",155.25
"CDA1-A","CDA1-B-CF2",14.03
"CDA1-A","CDA1-B-CF2",1618.37
"CDA1-A","CDA1-B-CF2",99.6
"CDA1-A","CDA1-B-CF2",32.4
"CDA1-A","CDA1-B-CF2",13.96
"CDA1-A","CDA1-B-CF2",155.82
"CDA1-A","CDA1-B-CF2",124.95
"CDA1-A","CDA1-B-CF2",601.65
"CDA1-A","CDA1-B-CF2",22.74
"CDA1-A","CDA1-B-CF2",1267.53
"CDA1-A","CDA1-B-CF2",1379.92
"CDA1-A","CDA1-B-CF2",6.208
"CDA1-A","CDA1-B-CF2",11.808
"CDA1-A","CDA1-B-CF2",15.552
"CDA1-A","CDA1-B-CF2",63.312
"CDA1-A","CDA1-B-CF2",15.588
"CDA1-A","CDA1-B-CF2",177.2
"CDA1-A","CDA1-B-CF2",197.97
"CDA1-A","CDA1-B-CF2",854.94
"CDA1-A","CDA1-B-CF2",124.11
"CDA1-A","CDA1-B-CF2",14.4
"CDA1-A","CDA1-B-CF2",15.696
"CDA1-A","CDA1-B-CF2",2.628
"CDA1-A","CDA1-B-CF2",14.427
"CDA1-A","CDA1-B-CF2",86.62
"CDA1-A","CDA1-B-CF2",36.624
"CDA1-A","CDA1-B-CF2",23.968
"CDA1-A","CDA1-B-CF2",28.728
"CDA1-A","CDA1-B-CF2",697.16
"CDA1-A","CDA1-B-CF2",31.86
"CDA1-A","CDA1-B-CF2",722.352
"CDA1-A","CDA1-B-CF2",8.84
"CDA1-A","CDA1-B-CF2",58.464
"CDA1-A","CDA1-B-CF2",254.604
"CDA1-A","CDA1-B-CF2",1363.96
"CDA1-A","CDA1-B-CF2",102.36
"CDA1-A","CDA1-B-CF2",1113.504
"CDA1-A","CDA1-B-CF2",99.99
"CDA1-A","CDA1-B-CF2",168.464
"CDA1-A","CDA1-B-CF2",6.72
"CDA1-A","CDA1-B-CF2",282.888
"CDA1-A","CDA1-B-CF2",11.16
"CDA1-A","CDA1-B-CF2",108.4
"CDA1-A","CDA1-B-CF2",82.344
"CDA1-A","CDA1-B-CF2",9.088
"CDA1-A","CDA1-B-CF2",19.936
"CDA1-A","CDA1-B-CF2",65.568
"CDA1-A","CDA1-B-CF2",4.416
"CDA1-A","CDA1-B-CF2",107.772
"CDA1-A","CDA1-B-CF2",45.216
"CDA1-A","CDA1-B-CF2",10.416
"CDA1-A","CDA1-B-CF2",7.872
"CDA1-A","CDA1-B-CF2",118.782
"CDA1-A","CDA1-B-CF2",1.448
"CDA1-A","CDA1-B-CF2",55.47
"CDA1-A","CDA1-B-CF2",194.848
"CDA1-A","CDA1-B-CF2",1.744
"CDA1-A","CDA1-B-CF2",25.176
"CDA1-A","CDA1-B-CF2",19.46
"CDA1-A","CDA1-B-CF2",29.472
"CDA1-A","CDA1-B-CF2",8.64
"CDA1-A","CDA1-B-CF2",6.27
"CDA1-A","CDA1-B-CF2",4.368
"CDA1-A","CDA1-B-CF2",31.984
"CDA1-A","CDA1-B-CF2",40.88
"CDA1-A","CDA1-B-CF2",119.96
"CDA1-A","CDA1-B-CF2",31.44
"CDA1-A","CDA1-B-CF2",6.88
"CDA1-A","CDA1-B-CF2",19.92
"CDA1-A","CDA1-B-CF2",1106.91
"CDA1-A","CDA1-B-CF2",836.592
"CDA1-A","CDA1-B-CF2",26.38
"CDA1-A","CDA1-B-CF2",362.92
"CDA1-A","CDA1-B-CF2",4899.93
"CDA1-A","CDA1-B-CF2",6.48
"CDA1-A","CDA1-B-CF2",71.976
"CDA1-A","CDA1-B-CF2",3.15
"CDA1-A","CDA1-B-CF2",31.984
"CDA1-A","CDA1-B-CF2",71.984
"CDA1-A","CDA1-B-CF2",120.15
"CDA1-A","CDA1-B-CF2",219.184
"CDA1-A","CDA1-B-CF2",28.9
"CDA1-A","CDA1-B-CF2",355.96
"CDA1-A","CDA1-B-CF2",348.208
"CDA1-A","CDA1-B-CF2",35.784
"CDA1-A","CDA1-B-CF2",447.84
"CDA1-A","CDA1-B-CF2",7.04
"CDA1-A","CDA1-B-CF2",8.73
"CDA1-A","CDA1-B-CF2",29.29
"CDA1-A","CDA1-B-CF2",8.64
"CDA1-A","CDA1-B-CF2",2.694
"CDA1-A","CDA1-B-CF2",2.934
"CDA1-A","CDA1-B-CF2",22.92
"CDA1-A","CDA1-B-CF2",100.704
"CDA1-A","CDA1-B-CF2",2.328
"CDA1-A","CDA1-B-CF2",10.78
"CDA1-A","CDA1-B-CF2",58.368
"CDA1-A","CDA1-B-CF2",40.968
"CDA1-A","CDA1-B-CF2",71.96
"CDA1-A","CDA1-B-CF2",10.368
"CDA1-A","CDA1-B-CF2",1.192
"CDA1-A","CDA1-B-CF2",46.672
"CDA1-A","CDA1-B-CF2",119.833
"CDA1-A","CDA1-B-CF2",119.98
"CDA1-A","CDA1-B-CF2",6.3
"CDA1-A","CDA1-B-CF2",279.9
"CDA1-A","CDA1-B-CF2",619.95
"CDA1-A","CDA1-B-CF2",4.36
"CDA1-A","CDA1-B-CF2",15.28
"CDA1-A","CDA1-B-CF2",699.93
"CDA1-A","CDA1-B-CF2",22.96
"CDA1-A","CDA1-B-CF2",38.6
"CDA1-A","CDA1-B-CF2",6.63
"CDA1-A","CDA1-B-CF2",23.34
"CDA1-A","CDA1-B-CF2",1067.94
"CDA1-A","CDA1-B-CF2",10.16
"CDA1-A","CDA1-B-CF2",101.88
"CDA1-A","CDA1-B-CF2",343.92
"CDA1-A","CDA1-B-CF2",40.99
"CDA1-A","CDA1-B-CF2",63.9
"CDA1-A","CDA1-B-CF2",19.44
"CDA1-A","CDA1-B-CF2",124.608
"CDA1-A","CDA1-B-CF2",7.56
"CDA1-A","CDA1-B-CF2",85.224
"CDA1-A","CDA1-B-CF2",287.52
"CDA1-A","CDA1-B-CF2",37.68
"CDA1-A","CDA1-B-CF2",19.98
"CDA1-A","CDA1-B-CF2",20.58
"CDA1-A","CDA1-B-CF2",17.38
"CDA1-A","CDA1-B-CF2",204.6
"CDA1-A","CDA1-B-CF2",8.72
"CDA1-A","CDA1-B-CF2",6.48
"CDA1-A","CDA1-B-CF2",686.32
"CDA1-A","CDA1-B-CF2",62.18
"CDA1-A","CDA1-B-CF2",644.076
"CDA1-A","CDA1-B-CF2",5.84
"CDA1-A","CDA1-B-CF2",12.76
"CDA1-A","CDA1-B-CF2",10.95
"CDA1-A","CDA1-B-CF2",599.98
"CDA1-A","CDA1-B-CF2",8.352
"CDA1-A","CDA1-B-CF2",3.64
"CDA1-A","CDA1-B-CF2",159.768
"CDA1-A","CDA1-B-CF2",122.48
"CDA1-A","CDA1-B-CF2",2244.48
"CDA1-A","CDA1-B-CF2",62.31
"CDA1-A","CDA1-B-CF2",455.1
"CDA1-A","CDA1-B-CF2",195.184
"CDA1-A","CDA1-B-CF2",362.94
"CDA1-A","CDA1-B-CF2",11.54
"CDA1-A","CDA1-B-CF2",53.94
"CDA1-A","CDA1-B-CF2",9.99
"CDA1-A","CDA1-B-CF2",125.76
"CDA1-A","CDA1-B-CF2",25.32
"CDA1-A","CDA1-B-CF2",46.8
"CDA1-A","CDA1-B-CF2",447.93
"CDA1-A","CDA1-B-CF2",109.48
"CDA1-A","CDA1-B-CF2",272.94
"CDA1-A","CDA1-B-CF2",19.44
"CDA1-A","CDA1-B-CF2",31.92
"CDA1-A","CDA1-B-CF2",22.38
"CDA1-A","CDA1-B-CF2",16.52
"CDA1-A","CDA1-B-CF2",5.176
"CDA1-A","CDA1-B-CF2",50.112
"CDA1-A","CDA1-B-CF2",27.93
"CDA1-A","CDA1-B-CF2",11.56
"CDA1-A","CDA1-B-CF2",172.5
"CDA1-A","CDA1-B-CF2",179.97
"CDA1-A","CDA1-B-CF2",258.696
"CDA1-A","CDA1-B-CF2",1322.93
"CDA1-A","CDA1-B-CF2",3.76
"CDA1-A","CDA1-B-CF2",21.744
"CDA1-A","CDA1-B-CF2",7.92
"CDA1-A","CDA1-B-CF2",12.096
"CDA1-A","CDA1-B-CF2",485.88
"CDA1-A","CDA1-B-CF2",25.92
"CDA1-A","CDA1-B-CF2",197.58
"CDA1-A","CDA1-B-CF2",81.92
"CDA1-A","CDA1-B-CF2",889.536
"CDA1-A","CDA1-B-CF2",892.224
"CDA1-A","CDA1-B-CF2",223.92
"CDA1-A","CDA1-B-CF2",23.12
"CDA1-A","CDA1-B-CF2",15.552
"CDA1-A","CDA1-B-CF2",15.712
"CDA1-A","CDA1-B-CF2",24.672
"CDA1-A","CDA1-B-CF2",55.968
"CDA1-A","CDA1-B-CF2",431.928
"CDA1-A","CDA1-B-CF2",95.984
"CDA1-A","CDA1-B-CF2",1088.792
"CDA1-A","CDA1-B-CF2",544.008
"CDA1-A","CDA1-B-CF2",1.872
"CDA1-A","CDA1-B-CF2",854.352
"CDA1-A","CDA1-B-CF2",593.568
"CDA1-A","CDA1-B-CF2",338.04
"CDA1-A","CDA1-B-CF2",271.96
"CDA1-A","CDA1-B-CF2",11.21
"CDA1-A","CDA1-B-CF2",9.144
"CDA1-A","CDA1-B-CF2",14.07
"CDA1-A","CDA1-B-CF2",41.86
"CDA1-A","CDA1-B-CF2",8.544
"CDA1-A","CDA1-B-CF2",579.136
"CDA1-A","CDA1-B-CF2",141.372
